type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,UNP,UPFA,PLF,ITAK,SLMC,EPDP,ACMC,DP,BJP,AITC,CWC(,FSP,IG0.14,UPP,PP,TULF,EDF,ONF,USP,JSP,AITM,IG0.10,IG0.17,IG0.04,OWORS,NSSP,SLMP,NSU,UPF,ELPP,MJP,IG0.07,SEP,IG0.22,IG1.16,IG0.03,SLNF,IG0.15,IG1.17,IG0.01,IG0.09,IG1.01,IG0.06,IG1.02,IG0.12,IG1.12,IG0.19,TLP,DUA,IG0.08,IG1.15,IG0.20,IG0.21,IG0.13,IG0.05,SLLP,IG1.11,IG0.18,SLVP,DNM,IG1.13,IG0.02,IG3.12,MNA,IG0.16,IG0.11,IG2.12
lk,-,-,-,-,15044490,11684111,516926,11137062,5098916,4732664,544154,515963,44193,33481,33102,28587,20377,18644,17107,7349,6476,5353,4272,4173,3173,2868,1895,1728,1628,1442,790,706,700,644,626,502,488,454,352,338,321,274,263,239,236,176,150,149,140,137,134,129,128,126,124,118,98,95,91,88,79,77,68,62,55,50,49,47,45,42,40,33,22,19,13
ed,-,1,-,Colombo,1586598,1252271,43372,1207610,640743,474063,81391,0,0,0,0,5238,2137,0,0,463,0,422,0,723,0,497,429,296,104,0,0,0,0,303,0,33,134,82,55,0,125,0,0,0,14,0,0,149,0,137,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
ed,-,2,-,Gampaha,1637537,1280647,56246,1223119,577004,549958,87880,0,0,0,0,4706,1664,0,0,693,0,415,0,0,0,0,0,185,0,0,0,0,184,141,0,0,77,0,41,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
ed,-,3,-,Kalutara,897349,719001,21366,697369,310234,338801,38475,0,0,0,0,1796,5727,0,0,750,0,282,0,0,0,349,324,70,0,0,0,0,96,85,0,0,0,40,42,0,0,0,0,239,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,0,0,0,0,0,0,0
ed,-,4,-,Kandy,1049160,830165,37065,792584,440761,309152,30669,0,0,0,0,2771,2305,0,4400,349,0,517,0,0,0,0,345,155,0,0,0,706,154,0,0,60,72,67,22,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
ed,-,5,-,Matale,379675,298917,21537,277169,138241,126315,10947,0,0,0,0,375,402,0,0,141,0,179,0,0,0,0,0,26,109,0,0,0,24,0,281,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,0,0,0,0,0,0,0,0,0,0,0
ed,-,6,-,Nuwara-Eliya,534150,420734,32788,386957,228920,147348,5590,0,0,0,0,1055,313,0,0,59,0,427,2250,0,605,0,0,90,0,0,0,0,43,0,0,34,0,35,0,0,54,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,7,-,Galle,819666,639318,15107,624027,265180,312518,37778,0,0,0,0,2967,3041,0,0,1287,0,324,0,0,0,294,0,75,0,0,0,0,0,74,0,30,0,0,67,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
ed,-,8,-,Matara,623818,490409,12692,474180,186675,250505,35270,0,0,0,0,521,0,0,0,254,0,242,0,0,0,262,0,94,0,0,0,0,0,0,0,33,0,165,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,21,0,95,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
ed,-,9,-,Hambantota,462911,375885,10056,365663,130433,196980,36527,0,0,0,0,385,419,0,0,287,0,129,0,0,0,179,0,97,0,0,0,0,38,0,0,21,0,28,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,10,-,Jaffna,529239,325805,25496,296132,20025,17309,247,207577,0,30232,0,0,0,15022,0,127,0,0,0,1515,1277,0,303,250,383,1442,0,0,0,0,246,35,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,11,-,Vanni,253058,181930,17155,164000,39513,20965,876,89886,5716,2120,0,0,0,1174,0,27,0,13,2022,596,501,0,0,43,226,0,0,0,0,0,99,0,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,19,0
ed,-,12,-,Batticaloa,365167,252397,13551,234865,32359,32232,81,127185,38477,311,0,424,0,865,0,43,0,46,0,959,790,341,0,18,401,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,13
ed,-,13,-,Digamadulla,465757,344618,18423,325831,151013,89334,5391,45421,0,237,33102,231,64,439,0,159,0,157,0,0,0,0,0,16,0,0,0,0,0,0,0,9,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,45,0,0,0,0,0,0
ed,-,14,-,Trincomalee,256852,190938,10542,180021,83638,38463,2556,45894,0,581,0,279,0,1144,0,243,6476,88,0,380,0,0,0,24,211,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,15,-,Kurunegala,1266443,1008459,46036,961858,441275,474124,41077,0,0,0,0,3119,788,0,0,256,0,391,0,0,0,333,0,102,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,26,176,0,0,0,0,0,0,0,0,0,47,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,16,-,Puttalam,553009,380632,23124,347765,180185,153130,12211,0,0,0,0,898,441,0,0,242,0,197,0,0,0,0,0,29,101,0,0,0,23,0,0,11,0,0,0,0,0,0,263,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
ed,-,17,-,Anuradhapura,636733,503845,28462,475019,213072,229856,28701,0,0,0,0,1569,285,0,0,198,0,266,0,0,0,0,0,36,0,0,790,0,0,0,0,23,43,0,0,0,0,0,0,0,30,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,18,-,Polonnaruwa,307125,245116,8654,236249,118845,103172,13497,0,0,0,0,0,160,0,0,404,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
ed,-,19,-,Badulla,620486,496849,24167,472102,258844,179459,21445,0,0,0,0,500,688,0,10259,323,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,20,-,Moneragala,339797,272279,9291,262949,110372,138136,13626,0,0,0,0,227,0,0,0,211,0,137,0,0,0,0,0,29,0,0,0,0,78,0,0,31,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,21,-,Ratnapura,810082,655222,23026,631894,284117,323636,21525,0,0,0,0,787,413,0,0,263,0,465,0,0,0,379,0,49,0,0,0,0,60,41,0,35,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,20,0,0,0,0,0,0,0,0,0,0,0
ed,-,22,-,Kegalle,649878,518674,18770,499699,247467,227208,18394,0,0,0,0,739,1530,0,2448,570,0,237,0,0,0,234,494,44,0,0,0,0,0,0,0,46,0,0,14,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01A,1,Colombo-North,Colombo,89771,67248,4055,63033,50571,10256,1647,0,0,0,0,121,45,0,0,23,0,49,0,162,0,17,64,3,17,0,0,0,0,18,0,2,4,2,2,0,2,0,0,0,0,0,0,5,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pd,01B,1,Colombo-Central,Colombo,131482,99809,5332,94292,79968,11489,2109,0,0,0,0,209,68,0,0,9,0,63,0,86,0,19,78,25,21,0,0,0,0,105,0,0,4,7,1,0,4,0,0,0,1,0,0,13,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01C,1,Borella,Colombo,60109,45638,1902,43648,28968,11842,2282,0,0,0,0,284,100,0,0,9,0,23,0,23,0,13,31,26,4,0,0,0,0,11,0,2,2,0,3,0,4,0,0,0,1,0,0,10,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01D,1,Colombo-East,Colombo,66941,50099,2043,47975,31450,12917,2960,0,0,0,0,238,169,0,0,21,0,23,0,99,0,11,21,14,6,0,0,0,0,8,0,0,3,6,2,0,8,0,0,0,0,0,0,14,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pd,01E,1,Colombo-West,Colombo,40609,28775,1237,27456,22060,4204,875,0,0,0,0,71,36,0,0,3,0,11,0,112,0,4,10,3,5,0,0,0,0,28,0,0,4,2,0,0,5,0,0,0,0,0,0,16,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pd,01F,1,Dehiwala,Colombo,59812,45619,1330,44251,28153,13273,2366,0,0,0,0,204,94,0,0,19,0,16,0,44,0,16,13,5,6,0,0,0,0,19,0,0,2,0,4,0,4,0,0,0,1,0,0,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pd,01G,1,Ratmalana,Colombo,66793,51028,1634,49348,26412,19203,3217,0,0,0,0,214,138,0,0,24,0,16,0,17,0,25,16,1,2,0,0,0,0,28,0,0,7,3,2,0,8,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01H,1,Kolonnawa,Colombo,120617,94859,3283,91463,49196,35300,6159,0,0,0,0,293,229,0,0,26,0,31,0,58,0,30,39,30,9,0,0,0,0,8,0,3,10,7,3,0,7,0,0,0,0,0,0,5,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
pd,01I,1,Kotte,Colombo,74934,57300,1457,55771,30247,20797,4075,0,0,0,0,327,147,0,0,16,0,21,0,8,0,23,20,25,5,0,0,0,0,11,0,2,5,2,5,0,2,0,0,0,1,0,0,20,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
pd,01J,1,Kaduwela,Colombo,173355,135029,3536,131386,56154,62136,11971,0,0,0,0,564,199,0,0,46,0,41,0,16,0,63,31,52,6,0,0,0,0,10,0,4,19,20,2,0,9,0,0,0,1,0,0,24,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
pd,01K,1,Avissawella,Colombo,117472,90952,4044,86857,39106,42895,4346,0,0,0,0,172,86,0,0,56,0,28,0,28,0,50,22,12,5,0,0,0,0,10,0,1,11,3,2,0,5,0,0,0,2,0,0,5,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pd,01L,1,Homagama,Colombo,174909,134766,4026,130685,52336,66450,10719,0,0,0,0,678,207,0,0,41,0,31,0,1,0,71,20,24,7,0,0,0,0,10,0,5,27,8,13,0,10,0,0,0,3,0,0,3,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
pd,01M,1,Maharagama,Colombo,129801,101040,2492,98481,41374,47049,9001,0,0,0,0,584,207,0,0,72,0,21,0,6,0,42,10,31,3,0,0,0,0,9,0,3,6,1,3,0,21,0,0,0,2,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
pd,01N,1,Kesbewa,Colombo,164774,130692,3452,127174,49637,65243,11193,0,0,0,0,580,224,0,0,59,0,19,0,7,0,71,31,24,3,0,0,0,0,8,0,5,12,15,4,0,19,0,0,0,1,0,0,5,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
pd,01O,1,Moratuwa,Colombo,115219,93031,2990,89973,43665,40142,5384,0,0,0,0,420,134,0,0,17,0,20,0,36,0,39,19,17,3,0,0,0,0,18,0,5,15,6,5,0,16,0,0,0,1,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pd,01P,1,Postal Votes - Colombo District,Colombo,0,26386,559,25817,11446,10867,3087,0,0,0,0,279,54,0,0,22,0,9,0,20,0,3,4,4,2,0,0,0,0,2,0,1,3,0,4,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
